	3.41	3.3	3.19	3.08	2.97	2.86	2.75	2.64	2.53	2.42	2.31	2.2	2.09	1.98	1.87	1.76	1.65	1.54	1.43	1.32	1.21	1.1	0.99	0.88	0.77	0.66	0.55	0.44	0.33	0.22	0.11	-4.44089209850063e-16	-0.11	-0.22	-0.330000000000001	-0.44	-0.55	-0.66	-0.77	-0.880000000000001	-0.99	-1.1	-1.21	-1.32	-1.43	-1.54	-1.65	-1.76	-1.87	-1.98	-2.09	-2.2	-2.31	-2.42	-2.53	-2.64	-2.75	-2.86	-2.97	-3.08	-3.19	-3.3	-3.41
3.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007886436	0.00112382	-0.00758369	0.01100141	0.01171085	0.009991996	-0.004972874	0.006142568	0.004088637	0.01191393	-9.378525e-05	0.01418777	0.009290922	0.009208368	0.004408587	0.01341718	0.0104601	0.003552315	0.007348839	-0.00610219	0.001214151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002661917	0.01440957	0.004696294	0.004739318	0.01020185	0.008717196	0.009269326	0.01387239	0.01847031	-0.002838342	0.004283659	0.01192311	0.005068187	0.01729342	0.008058025	0.01086554	0.003068246	0.009501232	0.004476068	-0.003919929	0.007294445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0004758369	-9.948842e-05	0.007802507	0.006320595	0.01078918	0.01034867	0.01380639	0.00481639	0.02218472	0.02695674	0.0235213	0.01688566	0.02589042	0.02032526	0.01384842	0.0177855	0.01583124	0.009913586	0.003728472	0.006812938	0.004186402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00366067	0.00607359	0.02264562	0.01110891	0.02503288	0.02427771	0.03150273	0.02869742	0.02728649	0.03324059	0.0385099	0.02953941	0.02886761	0.02697719	0.02071684	0.01147923	0.01655647	0.007542896	-0.0001218352	0.008897329	0.0009889686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007793242	0.007476279	0.01511392	0.0177767	0.02635795	0.03123523	0.04600699	0.03697375	0.04924243	0.05541005	0.0601286	0.05157898	0.06058164	0.04694577	0.0365254	0.02978984	0.02215407	0.02525693	0.01150538	0.01219976	-0.002270893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0186135	0.00933101	0.02183791	0.03130178	0.04314899	0.04796883	0.06537437	0.06929766	0.078219	0.08966538	0.08672453	0.0754047	0.0731847	0.06286257	0.0656514	0.0408702	0.02335922	0.03018474	0.02092139	0.01130325	0.007261311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006886335	0.009540401	0.02146148	0.03872237	0.06194979	0.06827259	0.08979058	0.1032977	0.1105577	0.1145991	0.1311682	0.1308649	0.09997392	0.1009861	0.08016262	0.04961754	0.04522842	0.03394856	0.02678576	0.02072366	0.02350603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01996734	0.01885836	0.03638921	0.05648219	0.07793199	0.09082362	0.1067778	0.1412843	0.1452993	0.1593312	0.16284	0.1617789	0.1537442	0.1411339	0.1121976	0.08928443	0.07194504	0.05204848	0.03749715	0.02451697	0.02475112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01579847	0.03311626	0.03828957	0.06829263	0.08504893	0.1152747	0.1502608	0.1780678	0.1914723	0.2090471	0.2199101	0.204571	0.1929287	0.1675167	0.1499135	0.1277415	0.09594499	0.07514443	0.04932987	0.02592338	0.00704558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02610638	0.05272462	0.0576661	0.07995744	0.1168937	0.1429387	0.1783084	0.2136099	0.2313808	0.2654501	0.2696275	0.2521197	0.2428174	0.2115732	0.1801478	0.1330505	0.1106419	0.08203083	0.05032558	0.0422673	0.02230295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
