	3.41	3.3	3.19	3.08	2.97	2.86	2.75	2.64	2.53	2.42	2.31	2.2	2.09	1.98	1.87	1.76	1.65	1.54	1.43	1.32	1.21	1.1	0.99	0.88	0.77	0.66	0.55	0.44	0.33	0.22	0.11	-4.44089209850063e-16	-0.11	-0.22	-0.330000000000001	-0.44	-0.55	-0.66	-0.77	-0.880000000000001	-0.99	-1.1	-1.21	-1.32	-1.43	-1.54	-1.65	-1.76	-1.87	-1.98	-2.09	-2.2	-2.31	-2.42	-2.53	-2.64	-2.75	-2.86	-2.97	-3.08	-3.19	-3.3	-3.41
3.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002497196	0.005898915	0.007253531	0.0007885727	0.006486643	0.004231964	-0.002947926	0.008389462	-0.004582034	-0.00320397	-0.002445724	0.002559189	-0.001022434	0.008026019	-0.001067512	-0.007950067	-0.0005466995	0.0007937436	0.002387134	0.00955835	-0.002538611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004498858	-0.009393079	-0.002912139	-0.003315623	0.002332496	-0.002880902	-0.002449119	0.00229701	0.005800133	0.001491872	-0.001413951	-0.004262647	0.005274534	0.003134207	0.009248562	0.01522519	-0.002810428	0.006213629	-0.005122976	-0.008964807	0.005875158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009081239	0.000731608	-0.0007090869	0.007218363	0.001649234	-0.003375829	-0.005549998	-0.001043557	0.003273463	0.002838457	0.01104108	0.003068798	0.003188882	-0.001384788	-0.009524517	-0.005613655	-0.002230581	0.0001373737	-0.0009690109	-0.009567295	0.00320023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00782501	-0.002311205	-0.002061069	0.004105367	0.007299177	-0.003354506	0.01008139	-0.002691715	0.004392217	0.007487787	-0.0003209706	0.005717145	-0.001510493	0.005222103	-0.003159318	0.0001278001	-0.00259977	0.001609106	0.009897447	0.001457956	0.001530378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.002404226	-0.005951513	0.001751295	-0.01136756	0.001437726	-0.003505677	0.008416821	-0.007527951	0.005394563	0.004384404	0.009473372	0.007110712	0.003519024	0.01778373	-0.004571561	0.004799563	-0.0003919989	0.002501379	-0.00314871	-0.003673087	0.0004968884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009314655	-0.007775839	0.009875394	0.001412301	-0.005086855	0.004215219	-0.01235297	0.003318012	-0.002378952	0.0003293135	-0.00188476	0.0002230457	0.004003277	0.005262199	0.00395645	-0.006250988	0.009035427	0.001128839	0.002349554	0.00132031	0.009565675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002922221	-0.006130215	-0.005329807	-0.003417236	0.004199993	0.01381658	0.01028325	0.002605957	0.006319244	0.006803805	0.004461203	0.000430813	-0.003752713	-0.007206714	0.003424583	0.003913945	0.005915247	-0.0009610028	-0.00750407	0.002446995	-0.006635267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.003075842	-0.01137968	0.01013127	0.003460681	0.00630978	-0.003193622	0.005317771	-0.001479305	0.008916139	-0.002896384	0.01309808	0.009804125	0.00212485	0.01752157	0.006111154	-0.006322457	0.00169604	0.002032974	0.002789132	-0.006114241	0.01227685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002070535	0.001889451	0.00636192	0.003844866	0.002334347	-0.0007567328	-0.001399157	-0.003400452	-0.0020317	0.008585743	-0.001735715	-0.01038585	-0.0004001773	-0.003253772	0.008017221	0.007630493	0.003152012	-0.002631719	0.01026189	-0.004219471	0.002022522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
