	1.2	1.08	0.96	0.84	0.72	0.6	0.48	0.36	0.24	0.12	0	-0.12	-0.24	-0.36	-0.48	-0.6	-0.72	-0.84	-0.96	-1.08	-1.2
3.72	-0.02743825	-0.003039941	-0.008426767	-0.00790083	0.01601433	0.02673513	-0.03865093	0.008016162	-0.03959383	-0.02262985	-0.0274112	-0.009147134	0.0007400215	-0.01581016	-0.01206547	-0.01213592	-0.001675725	0.06919089	0.04352428	0.02691248	0.01771641
3.6	-0.01693409	-0.02873004	0.02432987	-0.04255566	-0.01809357	-0.008431032	0.0002744831	0.02307607	-0.01748459	-0.001559969	0.03162623	0.0002921745	0.01226751	0.005976725	0.007688995	-0.02188275	0.02097706	-0.00615323	0.01438767	-0.01311111	0.009196453
3.48	-0.007079694	-0.008457344	0.003787346	-0.009909902	0.012964	-0.0105619	-0.002337106	-0.009145185	-0.0296351	0.00285092	-0.001533885	-0.01477019	-0.005488299	-0.01852667	0.03230453	-0.01199777	-0.006927654	-0.01251248	0.004933475	-0.05169866	-0.0007819161
3.36	-0.04412116	-0.005558599	-0.0259138	-0.04979536	-0.01404494	0.02581134	0.01972339	-0.03375518	-0.002425134	0.01354225	0.008642726	0.03865076	0.003832873	0.01620377	-0.03242882	0.01447599	0.008411426	0.02468679	0.01148016	0.05449885	-0.02550212
3.24	-0.01093265	0.002336998	0.01111327	0.01163004	0.0305468	-0.02341908	-0.006165244	0.02005053	0.01553295	-0.004412785	0.04158308	0.04157382	0.02671016	0.01184144	0.04417492	0.02059908	0.00527548	0.02923154	0.006553508	0.007408231	-0.007327404
3.12	0.04265839	0.03460002	-0.002723319	0.01918285	-0.001422185	-0.02541404	0.06612159	0.02756076	0.01803075	0.05263102	0.004328204	0.03363523	0.02402984	0.01362665	0.01726953	-0.01273664	0.02051655	-0.02685004	-0.008601312	0.01567097	0.05119112
3	0.006112494	0.009285718	0.002231847	0.03650047	-0.00703349	0.03111107	0.02666137	0.07770538	0.03029846	0.04826044	0.02808087	0.05652982	0.04743056	0.006459303	0.01823464	0.05195156	-0.03118041	0.02084771	0.008710105	0.0001436472	-0.05860309
2.88	-0.0121711	0.002073705	0.009606183	-0.01201444	0.01429853	0.04975158	0.06768575	0.04159955	0.06564403	0.02952289	0.07514674	0.08778932	0.05880231	0.02419585	0.03478855	-0.02658646	0.03530083	0.04657404	0.03241911	0.01784611	-0.03284368
2.76	-0.04335502	0.004649788	0.01458334	0.08064628	0.06236158	0.07072829	0.05198067	0.1123554	0.09264952	0.101013	0.09389689	0.06294586	0.04695476	0.08075859	0.01278226	0.07675762	0.004706673	-0.02466187	0.009646773	-0.04459257	-0.02021595
2.64	0.0175226	0.007599454	0.01495655	0.08497953	0.03167462	0.04137247	0.1010005	0.08137233	0.1090779	0.1765982	0.1647151	0.148197	0.1330562	0.04487917	0.08683337	0.09305015	-0.02921059	0.01497982	-0.00152608	0.05769791	0.005874623
2.52	0.05075061	0.07047324	0.07634211	0.02049987	0.1293749	0.106745	0.09230226	0.1535878	0.1678466	0.2003335	0.1877573	0.1556122	0.1686063	0.1284965	0.08290073	0.04661646	0.0474434	0.01497424	0.02791723	0.01936014	0.02370398
2.4	0.02769238	0.0453136	0.06931999	0.0209297	0.1123832	0.1415996	0.1538963	0.1902085	0.2057891	0.2279009	0.1866013	0.250598	0.2083054	0.2046653	0.1637918	0.1073799	0.07442783	0.03000886	0.06919373	-0.01656447	0.001842741
2.28	0.0143579	0.04646612	0.07378506	0.03163999	0.1280001	0.1507309	0.2044001	0.2308129	0.2454217	0.3185363	0.2852545	0.2345423	0.2544321	0.2215263	0.1630847	0.08650794	0.08788712	0.06214681	0.07241559	-0.01338337	0.04368297
2.16	0.02581067	-0.01326927	0.02791096	0.1292301	0.131038	0.1213582	0.1891985	0.2740019	0.2868108	0.2865979	0.2977618	0.2796547	0.2675366	0.2038202	0.2442175	0.1455669	0.1287406	0.06357838	0.02113468	-0.01306739	-0.01814412
2.04	-0.01729254	-0.02452508	0.02784877	0.0518235	0.1558041	0.1433518	0.1638903	0.2595889	0.3084875	0.3461326	0.2836064	0.3011432	0.2581784	0.2583867	0.22961	0.108178	0.1034253	0.002948418	0.01268046	0.03125167	-0.03220941
1.92	-0.0398188	0.03922863	0.06260087	0.1061453	0.1711275	0.1241006	0.1990265	0.2474229	0.3406861	0.347767	0.3641694	0.3901904	0.3104855	0.2714233	0.1958268	0.2062347	0.1309379	0.09897147	0.03981573	0.03075627	-0.06366002
1.8	0.04660448	0.0393303	0.03869302	0.02532227	0.1020717	0.1705104	0.1835887	0.2572019	0.329084	0.3456155	0.3210654	0.2970956	0.3150457	0.2622843	0.1784541	0.1807661	0.09894089	0.07235622	0.01246349	0.02360591	0.008877881
1.68	-0.006816566	0.03170337	0.04442547	0.04595593	0.05796125	0.1412813	0.1684496	0.2656196	0.2362777	0.3293709	0.2991602	0.259159	0.2725061	0.203249	0.1765403	0.1032797	0.1062124	0.09584823	0.06805158	0.03325144	-0.001344159
1.56	-0.0103157	0.038271	0.07104765	0.06162079	0.04524673	0.1479828	0.1462668	0.20569	0.2057552	0.253663	0.2925704	0.2392044	0.242433	0.2283752	0.1462663	0.1054393	0.1273088	0.03359608	0.04692098	0.05524964	0.006421596
1.44	0.03108304	0.03698987	0.04265085	-0.001819476	0.08031338	0.07082249	0.07811446	0.1429525	0.1828293	0.2391554	0.2747984	0.2242484	0.1964956	0.1451359	0.1406997	0.1189396	0.1013947	0.06573132	0.05777222	0.09503546	0.05666708
1.32	0.005644172	0.03277604	0.07849155	0.1080786	0.06250977	0.08785228	0.04350284	0.07673093	0.125852	0.1642223	0.1706424	0.1738593	0.1461161	0.1219442	0.1463008	0.06502011	0.09738184	0.007140636	0.04835195	-0.05317765	-0.0151137
1.2	-0.01302602	0.01908198	0.02876121	0.01339869	0.002539583	0.06939493	0.03371763	0.03829195	0.1202686	0.117853	0.126402	0.1555091	0.1164687	0.08138852	0.09484582	0.03255713	0.05398337	0.02194327	0.05236332	0.01556629	0.02742511
1.08	0.006513968	-0.01467285	0.02877289	0.05533086	0.03395733	0.03087196	0.05365689	0.0436903	0.0503342	0.08014818	0.1470807	0.0378557	0.07516462	-0.00382043	0.01432762	0.06479156	0.058437	0.05115218	0.006677344	-0.01501607	0.01073844
0.96	0.03621527	-0.04367591	-0.001701534	0.009365782	0.01704593	0.01919681	-0.0175477	-0.008179013	0.03934871	0.08476929	0.1368065	0.1000841	0.07561531	-0.02011069	0.02843791	0.06325826	0.03361012	0.0348626	0.00863833	0.02066631	-0.04926922
0.839999999999999	0.008023426	-0.05418231	0.07123467	0.03692877	0.04074796	-0.02665224	-0.1064639	-0.1040993	0.005836956	0.09915152	0.2020779	0.1068181	-0.03443644	-0.07875587	-0.02368701	-0.01591568	0.03285477	0.01545745	-0.02206936	0.005418167	-0.008130796
