,0,1,2
0,0.7457489957115234,0.8373010884534827,0.8507245211006637
1,0.7475811812917007,0.8354433306297102,0.8426255810038509
2,0.7469278829610867,0.8313608660742762,0.8433902804214373
3,0.7481279143486024,0.8361279527346519,0.843169653137864
4,0.7446901925338828,0.833441048561791,0.8436568804316961
5,0.7446815500287612,0.8296422768356887,0.8383731111224945
6,0.7462652173878004,0.8328046637057599,0.8584615986855889
7,0.7451178804166511,0.8346688006750024,0.8517708562070557
8,0.7473748290919117,0.8380564900267746,0.8474945011408334
9,0.7461872900493824,0.8315328489889446,0.8475459339913778
10,0.7461703462933544,0.837278409311899,0.849996931184164
11,0.7458795987136134,0.8324708909732299,0.8360799698178699
12,0.7481561855336786,0.8347776361540183,0.845175479602331
13,0.7459863132573827,0.8359096699124939,0.8499082842749893
14,0.7473104771842284,0.8361759814982886,0.848299610012231
15,0.7475642895409517,0.8363860533711689,0.8452087484087925
16,0.7470040139680304,0.8356847258585847,0.8504676625374095
17,0.7472639796311888,0.8349816466722699,0.8466072090979707
18,0.7473040689968099,0.8350274736061547,0.8408882285403055
19,0.7474196840852806,0.8330979595007777,0.850590969855114
20,0.7453712033218394,0.8329398146684129,0.8528274396385246
21,0.7462564347253673,0.83115242191078,0.8458739672178706
22,0.745225620326431,0.8342290508097334,0.8485058847160557
23,0.7453667849645372,0.8307616049465267,0.8400427624488547
24,0.7469234154007726,0.8391456051665882,0.8456018201292291
25,0.7479273098450303,0.8370091513586737,0.8440070832311836
26,0.7484325535063968,0.8362351623862601,0.8498233183407293
27,0.7469074330127954,0.8352048895843269,0.8401551000804351
28,0.7457373031375737,0.832864345666523,0.8448513561828805
29,0.7462932309226388,0.835908193608867,0.8399811897787413
30,0.7478882603037865,0.8367465481367318,0.8498243716407777
31,0.7463084231302677,0.8348025545093524,0.8413486506316028
32,0.7456435600474707,0.8344976067812011,0.844256598041646
33,0.7466221185215361,0.8314783926254877,0.8434141557619678
34,0.7459325343188226,0.8340650994811354,0.8501512505788
35,0.7469130512169231,0.8321372560571251,0.853413607014525
36,0.7487227951577617,0.8406273780050497,0.853948324081968
37,0.7465012618889652,0.8364693608266001,0.8425227688652397
38,0.7451195174568394,0.8352462128876581,0.8405774986795047
39,0.7455020980235137,0.833596126638789,0.838310362731717
